,player,card,time,age,round,game_id,text
11678,Grey,Albert Einstein,2020-09-10 08:23:17,III,17,7481459,Grey takes Albert Einstein in hand#1 civil action used#
11679,Green,Air Forces,2020-09-09 22:51:14,III,17,7481459,Green takes Air Forces in hand#1 civil action used#
11680,Green,Mechanized Agriculture,2020-09-09 22:50:36,III,17,7481459,Green takes Mechanized Agriculture in hand#3 civil actions used#
11681,Purple,Democracy,2020-09-09 21:40:39,III,17,7481459,Purple takes Democracy in hand#1 civil action used#
11682,Purple,Mechanized Agriculture,2020-09-09 21:40:27,III,17,7481459,Purple takes Mechanized Agriculture in hand#2 civil actions used#
11683,Purple,Democracy,2020-09-09 21:40:15,III,17,7481459,Purple takes Democracy in hand#1 civil action used#
11684,Purple,Mahatma Gandhi,2020-09-09 21:40:07,III,17,7481459,Purple takes Mahatma Gandhi in hand#1 civil action used#
11685,Grey,Professional Sports,2020-09-09 21:13:09,III,16,7481459,Grey takes Professional Sports in hand#1 civil action used#
11686,Grey,Modern Infantry,2020-09-09 21:12:18,III,16,7481459,Grey takes Modern Infantry in hand#2 civil actions used#
11687,Green,Mineral Deposits,2020-09-09 21:09:24,III,16,7481459,Green takes Mineral Deposits in hand#2 civil actions used#
11688,Green,First Space Flight,2020-09-09 21:09:06,III,16,7481459,Green takes First Space Flight in hand#4 civil actions used#
11689,Green,Mineral Deposits,2020-09-09 21:08:36,III,16,7481459,Green takes Mineral Deposits in hand#1 civil action used#
11690,Green,Military Build-Up,2020-09-09 21:08:01,III,16,7481459,Green takes Military Build-Up in hand#1 civil action used#
11691,Purple,Movies,2020-09-09 19:54:32,III,16,7481459,Purple takes Movies in hand#2 civil actions used#
11692,Orange,Palace of Culture and Science,2020-09-08 18:40:58,III,16,7481459,Orange takes Palace of Culture and Science in hand#4 civil actions used#
11693,Grey,Organized religion,2020-09-08 18:33:20,III,15,7481459,Grey takes Organized religion in hand#1 civil action used#
11694,Grey,Patriotism,2020-09-08 18:33:16,III,15,7481459,Grey takes Patriotism in hand#1 civil action used#
11695,Grey,Computers,2020-09-08 18:33:13,III,15,7481459,Grey takes Computers in hand#1 civil action used#
11696,Grey,Civil Service,2020-09-08 18:32:57,III,15,7481459,Grey takes Civil Service in hand#2 civil actions used#
11697,Grey,Computers,2020-09-08 18:32:48,III,15,7481459,Grey takes Computers in hand#1 civil action used#
11698,Green,Rockets,2020-09-08 17:33:24,III,15,7481459,Green takes Rockets in hand#1 civil action used#
11699,Green,Bill Gates,2020-09-08 17:32:58,III,15,7481459,Green takes Bill Gates in hand#3 civil actions used#
11700,Purple,Computers,2020-09-08 17:23:19,III,15,7481459,Purple takes Computers in hand#2 civil actions used#
11701,Purple,Oil,2020-09-08 17:23:13,III,15,7481459,Purple takes Oil in hand#1 civil action used#
11702,Purple,Air Forces,2020-09-08 17:22:21,III,15,7481459,Purple takes Air Forces in hand#1 civil action used#
11703,Orange,Revolutionary Idea,2020-09-08 17:01:28,III,15,7481459,Orange takes Revolutionary Idea in hand#2 civil actions used#
11704,Orange,John Amos Comenius,2020-09-08 16:57:32,III,15,7481459,Orange takes John Amos Comenius in hand#1 civil action used#
11705,Grey,Scientific Method,2020-09-08 16:46:15,III,14,7481459,Grey takes Scientific Method in hand#1 civil action used#
11706,Green,Wave of Nationalism,2020-09-08 16:13:33,III,14,7481459,Green takes Wave of Nationalism in hand#2 civil actions used#
11707,Green,Republic,2020-09-08 16:13:00,III,14,7481459,Green takes Republic in hand#1 civil action used#
11708,Green,Navigation,2020-09-08 16:12:56,III,14,7481459,Green takes Navigation in hand#1 civil action used#
11709,Purple,Selective breeding,2020-09-08 16:06:49,III,14,7481459,Purple takes Selective breeding in hand#3 civil actions used#
11710,Orange,Ideal Building Site,2020-09-08 15:58:34,II,14,7481459,Orange takes Ideal Building Site in hand#2 civil actions used#
11711,Orange,Selective breeding,2020-09-08 15:37:52,II,14,7481459,Orange takes Selective breeding in hand#2 civil actions used#
11712,Grey,Mineral Deposits,2020-09-08 15:31:54,II,13,7481459,Grey takes Mineral Deposits in hand#2 civil actions used#
11713,Grey,Journalism,2020-09-08 15:31:46,II,13,7481459,Grey takes Journalism in hand#1 civil action used#
11714,Grey,Coal,2020-09-08 15:31:30,II,13,7481459,Grey takes Coal in hand#2 civil actions used#
11715,Green,Breakthrough,2020-09-08 15:18:05,II,13,7481459,Green takes Breakthrough in hand#1 civil action used#
11716,Purple,Bountiful Harvest,2020-09-08 15:13:43,II,13,7481459,Purple takes Bountiful Harvest in hand#1 civil action used#
11717,Purple,Bountiful Harvest,2020-09-08 15:12:40,II,13,7481459,Purple takes Bountiful Harvest in hand#1 civil action used#
11718,Purple,Opera,2020-09-08 15:12:15,II,13,7481459,Purple takes Opera in hand#2 civil actions used#
11719,Orange,Architecture,2020-09-08 14:37:25,II,13,7481459,Orange takes Architecture in hand#1 civil action used#
11720,Orange,Architecture,2020-09-08 14:37:07,II,13,7481459,Orange takes Architecture in hand#1 civil action used#
11721,Orange,Riflemen,2020-09-08 14:35:21,II,13,7481459,Orange takes Riflemen in hand#1 civil action used#
11722,Orange,Pilsen brewery,2020-09-08 14:35:05,II,13,7481459,Orange takes Pilsen brewery in hand#3 civil actions used#
11723,Grey,Riflemen,2020-09-08 13:51:01,II,12,7481459,Grey takes Riflemen in hand#1 civil action used#
11724,Grey,Engineering Genius,2020-09-08 13:50:20,II,12,7481459,Grey takes Engineering Genius in hand#1 civil action used#
11725,Green,Strategy,2020-09-08 13:00:26,II,12,7481459,Green takes Strategy in hand#3 civil actions used#
11726,Purple,Efficient Upgrade,2020-09-08 12:52:48,II,12,7481459,Purple takes Efficient Upgrade in hand#1 civil action used#
11727,Purple,Constitutional Monarchy,2020-09-08 12:52:11,II,12,7481459,Purple takes Constitutional Monarchy in hand#3 civil actions used#
11728,Purple,Efficient Upgrade,2020-09-08 12:51:47,II,12,7481459,Purple takes Efficient Upgrade in hand#1 civil action used#
11729,Orange,Cannon,2020-09-08 12:37:16,II,12,7481459,Orange takes Cannon in hand#1 civil action used#
11730,Orange,Constitutional Monarchy,2020-09-08 12:36:05,II,12,7481459,Orange takes Constitutional Monarchy in hand#3 civil actions used#
11731,Grey,Opera,2020-09-08 12:31:39,II,11,7481459,Grey takes Opera in hand#2 civil actions used#
11732,Green,Efficient Upgrade,2020-09-08 12:21:41,II,11,7481459,Green takes Efficient Upgrade in hand#2 civil actions used#
11733,Green,Scientific Method,2020-09-08 12:21:39,II,11,7481459,Green takes Scientific Method in hand#1 civil action used#
11734,Purple,Organized religion,2020-09-08 11:55:22,II,11,7481459,Purple takes Organized religion in hand#1 civil action used#
11735,Purple,Johannes Sebastian Bach,2020-09-08 11:54:52,II,11,7481459,Purple takes Johannes Sebastian Bach in hand#1 civil action used#
11736,Orange,Journalism,2020-09-08 11:36:55,II,11,7481459,Orange takes Journalism in hand#1 civil action used#
11737,Grey,Revolutionary Idea,2020-09-08 11:20:03,II,10,7481459,Grey takes Revolutionary Idea in hand#1 civil action used#
11738,Grey,Cannon,2020-09-08 11:18:37,II,10,7481459,Grey takes Cannon in hand#1 civil action used#
11739,Green,Journalism,2020-09-08 11:17:34,II,10,7481459,Green takes Journalism in hand#2 civil actions used#
11740,Purple,Architecture,2020-09-08 11:01:06,II,10,7481459,Purple takes Architecture in hand#1 civil action used#
11741,Purple,Belweder Palace,2020-09-08 11:01:00,II,10,7481459,Purple takes Belweder Palace in hand#2 civil actions used#
11742,Orange,Republic,2020-09-08 10:54:17,II,10,7481459,Orange takes Republic in hand#1 civil action used#
11743,Grey,Segovia Aqueduct,2020-09-08 10:43:53,II,9,7481459,Grey takes Segovia Aqueduct in hand#2 civil actions used#
11744,Grey,Isaac Newton,2020-09-08 10:42:50,II,9,7481459,Grey takes Isaac Newton in hand#1 civil action used#
11745,Green,Swordsmen,2020-09-08 10:41:33,II,9,7481459,Green takes Swordsmen in hand#1 civil action used#
11746,Green,Mineral Deposits,2020-09-08 10:41:30,II,9,7481459,Green takes Mineral Deposits in hand#1 civil action used#
11747,Green,Architecture,2020-09-08 10:41:08,II,9,7481459,Green takes Architecture in hand#2 civil actions used#
11748,Green,Swordsmen,2020-09-08 10:40:52,II,9,7481459,Green takes Swordsmen in hand#1 civil action used#
11749,Green,Mineral Deposits,2020-09-08 10:40:49,II,9,7481459,Green takes Mineral Deposits in hand#1 civil action used#
11750,Orange,Iron,2020-09-04 21:03:33,II,9,7481459,Orange takes Iron in hand#1 civil action used#
11751,Green,Universitas Carolina,2020-09-03 22:06:43,II,8,7481459,Green takes Universitas Carolina in hand#3 civil actions used#
11752,Green,Universitas Carolina,2020-09-03 22:05:46,II,8,7481459,Green takes Universitas Carolina in hand#3 civil actions used#
11753,Purple,Alchemy,2020-09-03 21:52:05,II,8,7481459,Purple takes Alchemy in hand#1 civil action used#
11754,Orange,Irrigation,2020-09-03 15:40:17,II,8,7481459,Orange takes Irrigation in hand#1 civil action used#
11755,Grey,Theocracy,2020-09-03 15:23:03,I,7,7481459,Grey takes Theocracy in hand#1 civil action used#
11756,Green,Jan ika,2020-09-03 15:04:24,I,7,7481459,Green takes Jan ika in hand#1 civil action used#
11757,Purple,Iron,2020-09-03 14:57:45,I,7,7481459,Purple takes Iron in hand#1 civil action used#
11758,Purple,Knights,2020-09-03 14:56:50,I,7,7481459,Purple takes Knights in hand#1 civil action used#
11759,Orange,Joan of Arc,2020-09-03 14:55:02,I,7,7481459,Orange takes Joan of Arc in hand#1 civil action used#
11760,Grey,Ideal Building Site,2020-09-03 14:08:26,I,6,7481459,Grey takes Ideal Building Site in hand#1 civil action used#
11761,Green,Ideal Building Site,2020-09-03 13:06:40,I,6,7481459,Green takes Ideal Building Site in hand#1 civil action used#
11762,Green,Iron,2020-09-03 13:06:27,I,6,7481459,Green takes Iron in hand#2 civil actions used Aristotle gives 1 science point #
11763,Green,Patriotism,2020-09-03 13:06:23,I,6,7481459,Green takes Patriotism in hand#1 civil action used#
11764,Purple,Efficient Upgrade,2020-09-03 12:48:48,I,6,7481459,Purple takes Efficient Upgrade in hand#1 civil action used#
11765,Purple,Mineral Deposits,2020-09-03 12:48:45,I,6,7481459,Purple takes Mineral Deposits in hand#1 civil action used#
11766,Orange,Alchemy,2020-09-03 12:31:32,I,6,7481459,Orange takes Alchemy in hand#1 civil action used#
11767,Orange,St. Peter's Basilica,2020-09-03 12:31:27,I,6,7481459,Orange takes St. Peter's Basilica in hand#2 civil actions used#
11768,Grey,Frugality,2020-09-03 12:06:59,I,5,7481459,Grey takes Frugality in hand#1 civil action used#
11769,Grey,Swordsmen,2020-09-03 12:06:25,I,5,7481459,Grey takes Swordsmen in hand#1 civil action used#
11770,Purple,Revolutionary Idea,2020-09-03 11:04:14,I,5,7481459,Purple takes Revolutionary Idea in hand#1 civil action used#
11771,Purple,Efficient Upgrade,2020-09-03 11:03:23,I,5,7481459,Purple takes Efficient Upgrade in hand#1 civil action used#
11772,Purple,Printing Press,2020-09-03 11:02:57,I,5,7481459,Purple takes Printing Press in hand#2 civil actions used#
11773,Purple,Swordsmen,2020-09-03 11:02:38,I,5,7481459,Purple takes Swordsmen in hand#1 civil action used#
11774,Purple,Efficient Upgrade,2020-09-03 11:02:35,I,5,7481459,Purple takes Efficient Upgrade in hand#1 civil action used#
11775,Orange,Cartography,2020-09-02 15:31:57,I,5,7481459,Orange takes Cartography in hand#2 civil actions used#
11776,Orange,Cartography,2020-09-02 15:30:42,I,5,7481459,Orange takes Cartography in hand#2 civil actions used#
11777,Orange,St. Peter's Basilica,2020-09-02 15:29:24,I,5,7481459,Orange takes St. Peter's Basilica in hand#3 civil actions used#
11778,Grey,Christopher Columbus,2020-09-02 14:34:39,I,4,7481459,Grey takes Christopher Columbus in hand#1 civil action used#
11779,Green,Knights,2020-09-02 13:16:33,I,4,7481459,Green takes Knights in hand#1 civil action used Aristotle gives 1 science point #
11780,Green,Engineering Genius,2020-09-02 13:16:27,I,4,7481459,Green takes Engineering Genius in hand#2 civil actions used#
11781,Orange,Bountiful Harvest,2020-09-02 12:44:14,I,4,7481459,Orange takes Bountiful Harvest in hand#1 civil action used#
11782,Orange,Knights,2020-09-02 12:42:47,I,4,7481459,Orange takes Knights in hand#1 civil action used#
11783,Grey,Alchemy,2020-09-02 12:39:25,I,3,7481459,Grey takes Alchemy in hand#1 civil action used#
11784,Grey,Masonry,2020-09-02 12:39:21,I,3,7481459,Grey takes Masonry in hand#1 civil action used#
11785,Green,Code of Laws,2020-09-02 12:17:17,I,3,7481459,Green takes Code of Laws in hand#2 civil actions used Aristotle gives 1 science point #
11786,Green,Bread & Circuses,2020-09-02 12:17:01,I,3,7481459,Green takes Bread & Circuses in hand#1 civil action used Aristotle gives 1 science point #
11787,Green,Bread & Circuses,2020-09-02 12:16:02,I,3,7481459,Green takes Bread & Circuses in hand#1 civil action used Aristotle gives 1 science point #
11788,Purple,Library of Alexandria,2020-09-02 12:01:32,I,3,7481459,Purple takes Library of Alexandria in hand#1 civil action used#
11789,Orange,Breakthrough,2020-09-02 11:51:07,I,3,7481459,Orange takes Breakthrough in hand#1 civil action used#
11790,Grey,Frugality,2020-09-02 08:47:57,I,2,7481459,Grey takes Frugality in hand#1 civil action used#
11791,Grey,Rich Land,2020-09-02 08:47:54,I,2,7481459,Grey takes Rich Land in hand#1 civil action used#
11792,Green,Biskupin,2020-09-01 20:05:03,I,2,7481459,Green takes Biskupin in hand#1 civil action used#
11793,Purple,Ideal Building Site,2020-09-01 18:12:32,I,2,7481459,Purple takes Ideal Building Site in hand#1 civil action used#
11794,Orange,Revolutionary Idea,2020-09-01 16:17:01,I,2,7481459,Orange takes Revolutionary Idea in hand#1 civil action used#
11795,Orange,Parthenon,2020-09-01 16:04:41,I,2,7481459,Orange takes Parthenon in hand#1 civil action used#
11796,Grey,Colossus,2020-09-01 16:01:03,A,1,7481459,Grey takes Colossus in hand#1 civil action used#
11797,Grey,Ramesses II,2020-09-01 16:01:01,A,1,7481459,Grey takes Ramesses II in hand#1 civil action used#
11798,Grey,Ideal Building Site,2020-09-01 16:00:57,A,1,7481459,Grey takes Ideal Building Site in hand#2 civil actions used#
11799,Green,Aristotle,2020-09-01 15:11:45,A,1,7481459,Green takes Aristotle in hand#3 civil actions used#
11800,Green,Julius Caesar,2020-09-01 15:11:26,A,1,7481459,Green takes Julius Caesar in hand#2 civil actions used#
11801,Green,Ramesses II,2020-09-01 15:11:09,A,1,7481459,Green takes Ramesses II in hand#1 civil action used#
11802,Green,Parthenon,2020-09-01 15:10:49,A,1,7481459,Green takes Parthenon in hand#1 civil action used#
11803,Green,Homer,2020-09-01 15:10:45,A,1,7481459,Green takes Homer in hand#1 civil action used#
11804,Green,Julius Caesar,2020-09-01 15:10:14,A,1,7481459,Green takes Julius Caesar in hand#2 civil actions used#
11805,Green,Ramesses II,2020-09-01 15:09:57,A,1,7481459,Green takes Ramesses II in hand#1 civil action used#
11806,Green,Aristotle,2020-09-01 15:09:35,A,1,7481459,Green takes Aristotle in hand#3 civil actions used#
11807,Purple,Alexander the Great,2020-09-01 14:56:25,A,1,7481459,Purple takes Alexander the Great in hand#2 civil actions used#
11808,Orange,Forefather Czech,2020-09-01 11:39:30,A,1,7481459,Orange takes Forefather Czech in hand#1 civil action used#
11809,Grey,Modern Infantry,2020-09-14 21:17:44,IV,19,7481844,Grey takes Modern Infantry in hand#1 civil action used#
11810,Green,Oil,2020-09-14 21:09:56,IV,19,7481844,Green takes Oil in hand#1 civil action used#
11811,Green,Mineral Deposits,2020-09-14 21:09:53,IV,19,7481844,Green takes Mineral Deposits in hand#1 civil action used#
11812,Grey,Military Build-Up,2020-09-14 20:53:11,IV,18,7481844,Grey takes Military Build-Up in hand#1 civil action used#
11813,Grey,Computers,2020-09-14 20:51:29,IV,18,7481844,Grey takes Computers in hand#2 civil actions used#
11814,Grey,Civil Service,2020-09-14 20:51:16,IV,18,7481844,Grey takes Civil Service in hand#2 civil actions used#
11815,Green,Efficient Upgrade,2020-09-14 20:00:26,IV,18,7481844,Green takes Efficient Upgrade in hand#3 civil actions used#
11816,Green,Ideal Building Site,2020-09-14 19:59:32,IV,18,7481844,Green takes Ideal Building Site in hand#2 civil actions used#
11817,Green,Patriotism,2020-09-14 19:57:47,IV,18,7481844,Green takes Patriotism in hand#1 civil action used#
11818,Green,Air Forces,2020-09-14 19:57:15,IV,18,7481844,Green takes Air Forces in hand#1 civil action used#
11819,Purple,Ideal Building Site,2020-09-14 19:22:55,III,18,7481844,Purple takes Ideal Building Site in hand#2 civil actions used#
11820,Purple,Ideal Building Site,2020-09-14 19:22:07,III,18,7481844,Purple takes Ideal Building Site in hand#3 civil actions used#
11821,Orange,Military Theory,2020-09-14 18:58:09,III,18,7481844,Orange takes Military Theory in hand#1 civil action used#
11822,Orange,Multimedia,2020-09-14 18:57:57,III,18,7481844,Orange takes Multimedia in hand#1 civil action used#
11823,Orange,Communism,2020-09-14 18:57:52,III,18,7481844,Orange takes Communism in hand#1 civil action used#
11824,Orange,Multimedia,2020-09-14 18:57:46,III,18,7481844,Orange takes Multimedia in hand#1 civil action used#
11825,Orange,Engineering Genius,2020-09-14 18:56:48,III,18,7481844,Orange takes Engineering Genius in hand#2 civil actions used#
11826,Orange,Communism,2020-09-14 18:56:43,III,18,7481844,Orange takes Communism in hand#1 civil action used#
11827,Orange,Palace of Culture and Science,2020-09-14 18:56:32,III,18,7481844,Orange takes Palace of Culture and Science in hand#3 civil actions used#
11828,Green,Multimedia,2020-09-14 16:35:10,III,17,7481844,Green takes Multimedia in hand#1 civil action used#
11829,Green,Efficient Upgrade,2020-09-14 16:34:56,III,17,7481844,Green takes Efficient Upgrade in hand#3 civil actions used#
11830,Green,Engineering Genius,2020-09-14 16:34:22,III,17,7481844,Green takes Engineering Genius in hand#2 civil actions used#
11831,Green,Palace of Culture and Science,2020-09-14 16:34:10,III,17,7481844,Green takes Palace of Culture and Science in hand#3 civil actions used#
